-1,-3
-2,22
-2,22
1,38
1,38
-1,-3
250,17
250,-2
250,-2
-1,-3
-1,-3
250,17
1,38
250,17
250,17
-1,-3
-1,-3
1,38
500,21
753,4
753,4
250,-2
250,-2
500,21
250,-2
250,17
250,17
500,21
500,21
250,-2
500,21
499,32
499,32
502,55
502,55
500,21
753,4
749,14
749,14
751,38
751,38
753,4
753,4
500,21
500,21
749,14
749,14
753,4
999,12
753,4
753,4
751,38
751,38
999,12
499,32
500,21
500,21
250,17
250,17
499,32
249,29
1,38
1,38
2,55
2,55
249,29
250,17
249,29
249,29
251,56
251,56
250,17
250,17
1,38
1,38
249,29
249,29
250,17
749,14
500,21
500,21
502,55
502,55
749,14
249,29
2,55
2,55
251,56
251,56
249,29
999,12
751,38
751,38
1000,42
1000,42
999,12
251,56
499,32
499,32
250,17
250,17
251,56
1000,42
1000,16
1000,16
999,12
999,12
1000,42
1,38
-2,22
-2,22
2,55
2,55
1,38
499,32
251,56
251,56
498,91
498,91
499,32
502,55
751,38
751,38
749,14
749,14
502,55
751,38
502,55
502,55
751,49
751,49
751,38
751,38
751,49
751,49
999,58
999,58
751,38
3,77
1,89
1,89
1,102
1,102
3,77
502,55
502,67
502,67
750,67
750,67
502,55
999,58
1000,42
1000,42
751,38
751,38
999,58
2,55
-2,22
-2,22
1,89
1,89
2,55
251,56
2,55
2,55
3,77
3,77
251,56
249,88
251,56
251,56
3,77
3,77
249,88
750,67
751,49
751,49
502,55
502,55
750,67
498,91
502,55
502,55
499,32
499,32
498,91
750,67
999,58
999,58
751,49
751,49
750,67
251,56
249,88
249,88
498,91
498,91
251,56
750,67
748,84
748,84
1001,106
1001,106
750,67
1000,42
999,58
999,58
1003,74
1003,74
1000,42
1000,16
1000,42
1000,42
1003,74
1003,74
1000,16
1,89
3,77
3,77
2,55
2,55
1,89
498,91
502,67
502,67
502,55
502,55
498,91
502,67
498,91
498,91
499,105
499,105
502,67
3,77
1,102
1,102
247,103
247,103
3,77
748,84
750,67
750,67
502,67
502,67
748,84
1002,84
999,58
999,58
750,67
750,67
1002,84
499,105
748,84
748,84
502,67
502,67
499,105
1002,84
1003,74
1003,74
999,58
999,58
1002,84
1,89
-2,22
-2,22
0,136
0,136
1,89
247,103
249,88
249,88
3,77
3,77
247,103
249,88
247,103
247,103
250,128
250,128
249,88
249,88
250,128
250,128
498,116
498,116
249,88
247,103
1,102
1,102
1,123
1,123
247,103
748,84
499,105
499,105
749,108
749,108
748,84
247,103
1,123
1,123
247,157
247,157
247,103
748,84
749,108
749,108
752,123
752,123
748,84
1001,106
1002,84
1002,84
750,67
750,67
1001,106
1003,74
1002,84
1002,84
1001,106
1001,106
1003,74
0,136
1,102
1,102
1,89
1,89
0,136
498,116
498,91
498,91
249,88
249,88
498,116
498,116
497,141
497,141
503,156
503,156
498,116
250,128
251,147
251,147
497,141
497,141
250,128
499,105
498,116
498,116
503,156
503,156
499,105
498,116
499,105
499,105
498,91
498,91
498,116
752,123
1001,106
1001,106
748,84
748,84
752,123
497,141
498,116
498,116
250,128
250,128
497,141
1001,106
752,123
752,123
1000,127
1000,127
1001,106
1001,106
1000,127
1000,127
1001,141
1001,141
1001,106
0,136
1,123
1,123
1,102
1,102
0,136
1,123
0,136
0,136
247,157
247,157
1,123
0,136
1,158
1,158
247,157
247,157
0,136
503,156
749,108
749,108
499,105
499,105
503,156
750,150
752,123
752,123
749,108
749,108
750,150
251,147
247,157
247,157
250,176
250,176
251,147
752,123
750,150
750,150
1000,156
1000,156
752,123
1000,127
752,123
752,123
1000,156
1000,156
1000,127
1001,141
1003,74
1003,74
1001,106
1001,106
1001,141
247,157
250,128
250,128
247,103
247,103
247,157
247,157
251,147
251,147
250,128
250,128
247,157
251,147
250,176
250,176
497,178
497,178
251,147
247,157
1,158
1,158
2,179
2,179
247,157
503,156
750,150
750,150
749,108
749,108
503,156
247,157
2,179
2,179
248,208
248,208
247,157
497,178
503,156
503,156
497,141
497,141
497,178
1000,156
1001,141
1001,141
1000,127
1000,127
1000,156
497,178
497,141
497,141
251,147
251,147
497,178
503,156
497,178
497,178
500,200
500,200
503,156
2,179
1,199
1,199
248,208
248,208
2,179
752,173
750,150
750,150
503,156
503,156
752,173
752,173
1000,156
1000,156
750,150
750,150
752,173
497,178
253,197
253,197
497,210
497,210
497,178
1000,156
752,173
752,173
1001,174
1001,174
1000,156
1001,141
1000,156
1000,156
1001,174
1001,174
1001,141
1001,141
1001,174
1001,174
1003,199
1003,199
1001,141
0,136
-2,22
-2,22
0,262
0,262
0,136
1,158
0,136
0,136
1,199
1,199
1,158
2,179
1,158
1,158
1,199
1,199
2,179
1,199
2,215
2,215
248,208
248,208
1,199
253,197
497,178
497,178
250,176
250,176
253,197
503,156
500,200
500,200
751,198
751,198
503,156
248,208
250,176
250,176
247,157
247,157
248,208
751,198
752,173
752,173
503,156
503,156
751,198
751,198
1001,174
1001,174
752,173
752,173
751,198
1001,174
751,198
751,198
1000,214
1000,214
1001,174
1003,199
1003,74
1003,74
1001,141
1001,141
1003,199
248,208
253,197
253,197
250,176
250,176
248,208
500,200
497,210
497,210
503,229
503,229
500,200
248,208
2,215
2,215
3,229
3,229
248,208
497,210
500,200
500,200
497,178
497,178
497,210
253,197
248,208
248,208
250,228
250,228
253,197
751,198
500,200
500,200
503,229
503,229
751,198
248,208
3,229
3,229
248,247
248,247
248,208
751,198
752,214
752,214
1000,214
1000,214
751,198
250,228
497,210
497,210
253,197
253,197
250,228
1000,214
1003,199
1003,199
1001,174
1001,174
1000,214
250,228
248,247
248,247
253,263
253,263
250,228
751,198
503,229
503,229
750,235
750,235
751,198
3,229
2,246
2,246
248,247
248,247
3,229
750,235
752,214
752,214
751,198
751,198
750,235
248,247
250,228
250,228
248,208
248,208
248,247
752,214
750,235
750,235
1000,232
1000,232
752,214
1000,232
1000,214
1000,214
752,214
752,214
1000,232
1003,199
1000,214
1000,214
1000,232
1000,232
1003,199
2,215
1,199
1,199
0,262
0,262
2,215
3,229
2,215
2,215
2,246
2,246
3,229
497,210
250,228
250,228
253,263
253,263
497,210
502,251
503,229
503,229
497,210
497,210
502,251
503,229
502,251
502,251
747,250
747,250
503,229
248,247
2,246
2,246
0,262
0,262
248,247
747,250
750,235
750,235
503,229
503,229
747,250
750,235
747,250
747,250
753,267
753,267
750,235
1000,245
1000,232
1000,232
750,235
750,235
1000,245
1000,232
1000,245
