3,-1
17,1
17,1
44,2
44,2
3,-1
17,1
3,-1
3,-1
11,10
11,10
17,1
17,1
11,10
11,10
30,19
30,19
17,1
44,2
54,10
54,10
69,14
69,14
44,2
44,2
121,7
121,7
194,10
194,10
44,2
30,19
44,2
44,2
17,1
17,1
30,19
44,2
30,19
30,19
48,13
48,13
44,2
30,19
20,31
20,31
45,36
45,36
30,19
54,10
48,13
48,13
69,14
69,14
54,10
48,13
54,10
54,10
44,2
44,2
48,13
69,14
121,7
121,7
44,2
44,2
69,14
45,36
48,13
48,13
30,19
30,19
45,36
121,7
69,14
69,14
94,17
94,17
121,7
69,14
45,36
45,36
78,30
78,30
69,14
121,7
94,17
94,17
112,28
112,28
121,7
121,7
112,28
112,28
121,29
121,29
121,7
194,10
3,-1
3,-1
44,2
44,2
194,10
11,10
3,-1
3,-1
7,28
7,28
11,10
11,10
7,28
7,28
20,31
20,31
11,10
20,31
30,19
30,19
11,10
11,10
20,31
45,36
69,14
69,14
48,13
48,13
45,36
78,30
45,36
45,36
52,57
52,57
78,30
94,17
78,30
78,30
92,49
92,49
94,17
78,30
94,17
94,17
69,14
69,14
78,30
78,30
52,57
52,57
92,49
92,49
78,30
121,29
194,10
194,10
121,7
121,7
121,29
92,49
112,28
112,28
94,17
94,17
92,49
194,10
121,29
121,29
160,66
160,66
194,10
194,10
226,46
226,46
238,28
238,28
194,10
20,31
7,28
7,28
40,66
40,66
20,31
45,36
20,31
20,31
40,66
40,66
45,36
52,57
40,66
40,66
53,74
53,74
52,57
121,29
92,49
92,49
160,66
160,66
121,29
92,49
121,29
121,29
112,28
112,28
92,49
194,10
160,66
160,66
201,73
201,73
194,10
238,28
226,46
226,46
227,49
227,49
238,28
40,66
52,57
52,57
45,36
45,36
40,66
52,57
53,74
53,74
74,79
74,79
52,57
53,74
47,83
47,83
74,79
74,79
53,74
201,73
226,46
226,46
194,10
194,10
201,73
74,79
92,49
92,49
52,57
52,57
74,79
201,73
227,49
227,49
226,46
226,46
201,73
40,66
7,28
7,28
47,83
47,83
40,66
53,74
40,66
40,66
47,83
47,83
53,74
74,79
47,83
47,83
69,121
69,121
74,79
126,118
92,49
92,49
74,79
74,79
126,118
74,79
84,109
84,109
126,118
126,118
74,79
126,118
160,66
160,66
92,49
92,49
126,118
47,83
7,28
7,28
69,121
69,121
47,83
69,121
84,109
84,109
74,79
74,79
69,121
84,109
69,121
69,121
112,150
112,150
84,109
160,66
126,118
126,118
191,116
191,116
160,66
112,150
126,118
126,118
84,109
84,109
112,150
191,116
201,73
201,73
160,66
160,66
191,116
227,49
201,73
201,73
191,116
191,116
227,49
112,150
191,116
191,116
126,118
126,118
112,150
