373,22,359,29,352,46,-0.7540815958863059
338,91,352,46,359,29,-0.9960431803170615
502,-3,444,8,407,3,-0.9486832980505138
399,8,407,3,444,8,-0.7693835573416389
510,455,497,442,479,437,-0.8705628387201342
467,426,479,437,497,442,-0.8911147666730805
591,531,579,541,561,549,-0.9620129872629928
545,551,561,549,579,541,-0.957130260024745
483,462,470,466,461,482,-0.7248994332920948
459,491,461,482,470,466,-0.9571733564780963
618,338,599,372,589,380,-0.9262479528667691
573,389,589,380,599,372,-0.986849920420469
514,384,497,395,486,410,-0.9345718287168501
483,412,486,410,497,395,-0.9393573198201464
514,324,519,336,519,347,-0.9230769230769231
515,365,519,347,519,336,-0.9761870601839528
519,347,519,336,514,324,-0.9230769230769231
519,302,514,324,519,336,-0.8148837501194366
428,511,417,529,417,531,-0.853281833651959
418,543,417,531,417,529,-0.9965457582448796
383,633,384,651,388,671,-0.9899494936611666
390,684,388,671,384,651,-0.9989990544119017
390,684,367,684,349,680,-0.9761870601839528
321,692,349,680,367,684,-0.8118043909516363
392,583,385,594,386,618,-0.8205796757048245
383,633,386,618,385,594,-0.9715661623853936
729,404,748,384,750,374,-0.8459953170187582
743,345,750,374,748,384,-0.9071882344108162
696,618,700,636,706,648,-0.9701425001453319
715,669,706,648,700,636,-0.9982743731749959
721,681,715,669,706,648,-0.9982743731749959
700,636,706,648,715,669,-0.9982743731749959
678,676,669,650,669,643,-0.9449860734402582
661,620,669,643,669,650,-0.944496796706159
809,636,780,644,760,642,-0.9327475818938957
742,649,760,642,780,644,-0.8913145587028612
614,696,614,703,605,720,-0.8837879163470619
581,730,605,720,614,703,-0.771814786674131
614,703,605,720,581,730,-0.771814786674131
569,745,581,730,605,720,-0.8769757398360187
809,636,818,619,821,607,-0.9708796594818273
850,585,821,607,818,619,-0.7795670274437404
363,422,347,417,316,409,-0.9987336830744674
297,394,316,409,347,417,-0.9148196709645846
533,729,509,715,477,720,-0.7756379116072796
456,744,477,720,509,715,-0.7667909191501187
569,220,553,229,517,234,-0.9307332752479752
516,235,517,234,553,229,-0.7976593312819867
372,533,336,547,320,557,-0.9824345150120765
303,566,320,557,336,547,-0.9974306500250907
198,567,193,578,181,594,-0.9765749485507942
161,612,181,594,193,578,-0.9811482730462597
277,656,271,676,262,684,-0.8511116351580582
238,690,262,684,271,676,-0.886225443961837
198,567,182,532,177,524,-0.9915850450705826
152,512,177,524,182,532,-0.844761476248808
182,532,177,524,152,512,-0.844761476248808
135,486,152,512,177,524,-0.8555406735045177
177,524,152,512,135,486,-0.8555406735045177
136,452,135,486,152,512,-0.8205192253330019
152,512,135,486,136,452,-0.8205192253330019
124,439,136,452,135,486,-0.7145450373781831
276,788,285,778,294,770,-0.9938082266659076
297,734,294,770,285,778,-0.7241379310344829
197,792,221,777,228,769,-0.957275641117781
256,758,228,769,221,777,-0.888085601060798
73,584,95,594,135,599,-0.9546624536565248
161,612,135,599,95,594,-0.9429903335828896
548,828,536,815,530,773,-0.8233415899867544
525,756,530,773,536,815,-0.9896277367398515
73,584,88,567,99,526,-0.8956705878024593
94,516,99,526,88,567,-0.7479902781185209
88,567,99,526,94,516,-0.7479902781185209
53,483,94,516,99,526,-0.909198877736867
379,761,376,779,384,825,-0.9436385730293153
401,849,384,825,376,779,-0.9029950811978715
995,653,964,625,926,595,-0.9978026260155299
923,588,926,595,964,625,-0.8787234366922865
850,585,881,624,881,628,-0.7828232547561078
884,666,881,628,881,624,-0.9968981486534685
889,688,884,666,881,628,-0.9895502703036533
881,624,881,628,884,666,-0.9968981486534685
833,424,812,385,810,367,-0.9274414720324121
815,353,810,367,812,385,-0.8988398265995281
289,912,324,905,374,876,-0.9466278807550262
401,849,374,876,324,905,-0.9664376833865183
269,935,289,912,324,905,-0.7914264862155848
374,876,324,905,289,912,-0.9466278807550262
407,3,444,8,502,-3,-0.9486832980505138
546,-3,502,-3,444,8,-0.9824865243069563
604,45,546,-3,502,-3,-0.7703943211246898
444,8,502,-3,546,-3,-0.9824865243069563
