96,30,86,13,75,8,-0.818245042648376
67,11,75,8,86,13,-0.7071067811865475
186,106,169,65,167,54,-0.9773578804081641
162,42,167,54,169,65,-0.9769897009383697
156,18,184,19,214,21,-0.9995235886749658
227,20,214,21,184,19,-0.9897443919913851
184,19,214,21,227,20,-0.9897443919913851
251,13,227,20,214,21,-0.9786473257692445
184,128,186,106,169,65,-0.8852719446084311
167,54,169,65,186,106,-0.9773578804081641
