58,29,46,27,34,35,-0.7295372041400852
31,50,34,35,46,27,-0.7071067811865475
56,86,53,80,40,70,-0.8998141071961995
31,50,40,70,53,80,-0.8812732422874846
254,56,250,70,240,88,-0.9739395288041126
237,104,240,88,250,70,-0.9486832980505138
223,105,217,86,222,68,-0.8381980133475189
233,52,222,68,217,86,-0.9456071153556909
217,86,222,68,233,52,-0.9456071153556909
240,39,233,52,222,68,-0.9941363140567974
120,83,125,68,132,54,-0.9899494936611666
142,38,132,54,125,68,-0.9954954725939522
181,2,202,9,214,9,-0.9486832980505139
221,8,214,9,202,9,-0.9899494936611665
814,169,801,165,784,161,-0.9977289230986511
774,158,784,161,801,165,-0.9981785185730019
784,161,801,165,814,169,-0.9977289230986511
826,166,814,169,801,165,-0.8559155419457904
801,165,814,169,826,166,-0.8559155419457904
839,169,826,166,814,169,-0.8907618697082331
888,163,869,171,852,168,-0.8401727493301223
839,169,852,168,869,171,-0.9685541378992956
904,161,888,163,869,171,-0.9626509401538991
852,168,869,171,888,163,-0.8401727493301223
984,121,990,102,989,100,-0.7182402227891737
993,83,989,100,990,102,-0.7682212795973759
761,81,752,80,743,79,-0.9999999999999998
736,78,743,79,752,80,-0.9995120760870787
742,35,730,36,725,40,-0.8300495997825932
721,56,725,40,730,36,-0.7954317200324987
876,62,858,55,839,60,-0.8090778416445292
822,68,839,60,858,55,-0.9833896203367001
407,833,422,830,437,827,-0.9999999999999999
452,836,437,827,422,830,-0.7399400733959437
466,883,458,869,452,852,-0.9838699100999075
452,836,452,852,458,869,-0.9429903335828895
466,883,484,893,499,905,-0.9859808854580931
507,921,499,905,484,893,-0.9079593845004517
538,967,535,954,528,935,-0.9920484080162769
526,915,528,935,535,954,-0.9680852672993918
488,988,470,999,454,997,-0.7820147726103468
448,999,454,997,470,999,-0.9021342216356466
470,999,454,997,448,999,-0.9021342216356466
429,998,448,999,454,997,-0.9307514934403471
286,918,292,902,302,882,-0.994505452921406
312,870,302,882,292,902,-0.973417168333576
