412,416,383,354,384,339,-0.8756202038006642
325,258,384,339,383,354,-0.7673500150860149
510,460,412,416,383,354,-0.7575259123613134
384,339,383,354,412,416,-0.8756202038006642
383,354,412,416,510,460,-0.7575259123613134
524,469,510,460,412,416,-0.9888706150546107
597,511,624,499,710,497,-0.9230070666782142
765,498,710,497,624,499,-0.999141840745102
819,467,765,498,710,497,-0.8580591438955513
624,499,710,497,765,498,-0.999141840745102
906,403,911,317,922,250,-0.9945288484949671
956,213,922,250,911,317,-0.8362201296024754
824,429,808,401,813,304,-0.8415516974438675
795,280,813,304,808,401,-0.7680524724142216
808,401,813,304,795,280,-0.7680524724142216
778,228,795,280,813,304,-0.9468395739249694
