-1,-3
11,0
11,0
106,1
106,1
-1,-3
11,0
39,33
39,33
82,31
82,31
11,0
106,1
121,9
121,9
135,8
135,8
106,1
121,9
82,31
82,31
100,68
100,68
121,9
106,1
135,8
135,8
265,7
265,7
106,1
82,31
106,1
106,1
11,0
11,0
82,31
231,29
265,7
265,7
135,8
135,8
231,29
231,29
216,62
216,62
262,58
262,58
231,29
11,0
-1,-3
-1,-3
39,33
39,33
11,0
218,35
231,29
231,29
135,8
135,8
218,35
82,31
39,33
39,33
89,90
89,90
82,31
100,68
135,8
135,8
121,9
121,9
100,68
82,31
121,9
121,9
106,1
106,1
82,31
231,29
218,35
218,35
216,62
216,62
231,29
218,35
135,8
135,8
165,70
165,70
218,35
265,7
344,41
344,41
390,45
390,45
265,7
262,58
265,7
265,7
231,29
231,29
262,58
390,45
583,23
583,23
265,7
265,7
390,45
265,7
262,58
262,58
303,78
303,78
265,7
262,58
216,62
216,62
209,126
209,126
262,58
377,66
390,45
390,45
344,41
344,41
377,66
303,78
344,41
344,41
265,7
265,7
303,78
442,99
583,23
583,23
390,45
390,45
442,99
394,56
377,66
377,66
407,116
407,116
394,56
390,45
394,56
394,56
442,99
442,99
390,45
390,45
377,66
377,66
394,56
394,56
390,45
135,8
100,68
100,68
165,70
165,70
135,8
165,70
216,62
216,62
218,35
218,35
165,70
165,70
107,99
107,99
151,109
151,109
165,70
39,33
-1,-3
-1,-3
89,90
89,90
39,33
89,90
100,68
100,68
82,31
82,31
89,90
100,68
89,90
89,90
107,99
107,99
100,68
107,99
165,70
165,70
100,68
100,68
107,99
303,78
377,66
377,66
344,41
344,41
303,78
377,66
303,78
303,78
407,116
407,116
377,66
165,70
151,109
151,109
209,126
209,126
165,70
583,23
442,99
442,99
518,140
518,140
583,23
209,126
216,62
216,62
165,70
165,70
209,126
209,126
303,78
303,78
262,58
262,58
209,126
209,126
207,155
207,155
313,173
313,173
209,126
607,102
793,38
793,38
583,23
583,23
607,102
151,109
107,99
107,99
187,161
187,161
151,109
407,116
442,99
442,99
394,56
394,56
407,116
442,99
407,116
407,116
421,158
421,158
442,99
518,140
607,102
607,102
583,23
583,23
518,140
607,102
518,140
518,140
522,169
522,169
607,102
644,143
793,38
793,38
607,102
607,102
644,143
793,38
644,143
644,143
832,142
832,142
793,38
107,99
89,90
89,90
187,161
187,161
107,99
187,161
209,126
209,126
151,109
151,109
187,161
407,116
303,78
303,78
313,173
313,173
407,116
421,158
518,140
518,140
442,99
442,99
421,158
518,140
421,158
421,158
472,212
472,212
518,140
207,155
187,161
187,161
223,201
223,201
207,155
313,173
303,78
303,78
209,126
209,126
313,173
209,126
187,161
187,161
207,155
207,155
209,126
522,169
644,143
644,143
607,102
607,102
522,169
407,116
313,173
313,173
401,188
401,188
407,116
472,212
522,169
522,169
518,140
518,140
472,212
401,188
421,158
421,158
407,116
407,116
401,188
223,201
313,173
313,173
207,155
207,155
223,201
421,158
401,188
401,188
443,211
443,211
421,158
401,188
349,207
349,207
443,211
443,211
401,188
187,161
89,90
89,90
223,201
223,201
187,161
313,173
223,201
223,201
325,258
325,258
313,173
349,207
401,188
401,188
313,173
313,173
349,207
421,158
443,211
443,211
472,212
472,212
421,158
522,169
472,212
472,212
546,243
546,243
522,169
644,143
522,169
522,169
546,243
546,243
644,143
832,142
644,143
644,143
778,228
778,228
832,142
793,38
832,142
832,142
956,213
956,213
793,38
325,258
349,207
349,207
313,173
313,173
325,258
443,211
349,207
349,207
325,258
325,258
443,211
472,212
443,211
443,211
509,278
509,278
472,212
832,142
778,228
778,228
922,250
922,250
832,142
644,143
546,243
546,243
726,288
726,288
644,143
743,239
778,228
778,228
644,143
644,143
743,239
743,239
726,288
726,288
795,280
795,280
743,239
546,243
509,278
509,278
726,288
726,288
546,243
922,250
956,213
956,213
832,142
832,142
922,250
443,211
325,258
325,258
384,339
384,339
443,211
509,278
546,243
546,243
472,212
472,212
509,278
726,288
743,239
743,239
644,143
644,143
726,288
795,280
778,228
778,228
743,239
743,239
795,280
795,280
922,250
922,250
778,228
778,228
795,280
509,278
384,339
384,339
383,354
383,354
509,278
795,280
726,288
726,288
813,304
813,304
795,280
922,250
795,280
795,280
813,304
813,304
922,250
509,278
383,354
383,354
412,416
412,416
509,278
922,250
813,304
813,304
911,317
911,317
922,250
956,213
922,250
922,250
911,317
911,317
956,213
223,201
89,90
89,90
412,416
412,416
223,201
325,258
223,201
223,201
383,354
383,354
325,258
384,339
509,278
509,278
443,211
443,211
384,339
509,278
412,416
412,416
510,460
510,460
509,278
383,354
384,339
384,339
325,258
325,258
383,354
509,278
510,460
510,460
524,469
524,469
509,278
412,416
383,354
383,354
223,201
223,201
412,416
808,401
813,304
813,304
726,288
726,288
808,401
808,401
911,317
911,317
813,304
813,304
808,401
509,278
524,469
524,469
624,499
624,499
509,278
911,317
808,401
808,401
906,403
906,403
911,317
911,317
906,403
906,403
944,450
944,450
911,317
824,429
906,403
906,403
808,401
808,401
824,429
624,499
726,288
726,288
509,278
509,278
624,499
824,429
819,467
819,467
834,457
834,457
824,429
944,450
956,213
956,213
911,317
911,317
944,450
819,467
824,429
824,429
808,401
808,401
819,467
834,457
819,467
819,467
861,536
861,536
834,457
944,450
906,403
906,403
834,457
834,457
944,450
834,457
906,403
906,403
824,429
824,429
834,457
510,460
412,416
412,416
517,549
517,549
510,460
726,288
624,499
624,499
710,497
710,497
726,288
710,497
808,401
808,401
726,288
726,288
710,497
808,401
710,497
710,497
765,498
765,498
808,401
765,498
819,467
819,467
808,401
808,401
765,498
710,497
624,499
624,499
597,511
597,511
710,497
819,467
765,498
765,498
861,536
861,536
819,467
517,549
524,469
524,469
510,460
510,460
517,549
624,499
524,469
524,469
597,511
597,511
624,499
710,497
597,511
597,511
517,549
517,549
710,497
861,536
765,498
765,498
710,497
710,497
861,536
861,536
944,450
944,450
834,457
834,457
861,536
89,90
-1,-3
-1,-3
517,549
517,549
89,90
412,416
89,90
89,90
517,549
517,549
412,416
517,549
597,511
597,511
524,469
524,469
517,549
710,497
517,549
517,549
963,986
963,986
710,497
963,986
861,536
861,536
710,497
710,497
963,986
861,536
963,986
963,986
1003,999
1003,999
861,536
1003,999
944,450
944,450
861,536
861,536
1003,999
1003,999
956,213
956,213
944,450
944,450
1003,999
