117,103,114,85,118,67,-0.9272418371079397
114,56,118,67,114,85,-0.8432797001236413
64,245,64,229,59,210,-0.9670745372626465
50,198,59,210,64,229,-0.9263556093779035
177,51,188,57,200,73,-0.9098190482930892
215,91,200,73,188,57,-0.9986876634765887
149,18,140,23,135,30,-0.9032775043542898
123,33,135,30,140,23,-0.7612432304867114
113,280,90,274,86,276,-0.7525766947068778
65,282,86,276,90,274,-0.9828721869343219
66,304,48,299,29,302,-0.9099848817933969
6,300,29,302,48,299,-0.9705385796701034
164,213,167,227,164,242,-0.9177221168073144
150,256,164,242,167,227,-0.8320502943378436
205,165,205,175,211,186,-0.8778955729143844
221,205,211,186,205,175,-0.9998894615391867
313,109,326,91,326,85,-0.8106792283998809
330,69,326,85,326,91,-0.9701425001453319
329,14,316,19,303,24,-0.9999999999999999
291,32,303,24,316,19,-0.9757162520935706
86,276,90,274,113,280,-0.7525766947068778
125,273,113,280,90,274,-0.7086193038610902
491,76,480,57,464,49,-0.8351708648198782
443,37,464,49,480,57,-0.9984603532054126
464,49,480,57,491,76,-0.8351708648198782
499,97,491,76,480,57,-0.9870968205342101
512,107,499,97,491,76,-0.851937664526807
480,57,491,76,499,97,-0.9870968205342101
512,107,528,108,539,115,-0.875507896279468
594,126,539,115,528,108,-0.9325680982740895
348,174,350,151,344,137,-0.8815645076277077
337,118,344,137,350,151,-0.9986534247384322
196,293,204,283,220,264,-0.9996837069465815
241,250,220,264,204,283,-0.9602497285624914
241,250,252,266,271,282,-0.9641391000828239
280,288,271,282,252,266,-0.9937468121169968
102,383,105,376,127,358,-0.8869140841669794
135,354,127,358,105,376,-0.9754410020677065
127,358,105,376,102,383,-0.8869140841669794
79,399,102,383,105,376,-0.848261487434878
287,448,262,440,231,430,-0.9999972641266819
196,413,231,430,262,440,-0.9902003973822028
161,588,178,549,172,528,-0.7716505653579215
147,502,172,528,178,549,-0.8835098624386603
9,661,13,643,18,613,-0.9985681322700889
34,598,18,613,13,643,-0.7945705513496525
588,78,577,57,570,30,-0.9739303755219116
565,26,570,30,577,57,-0.800671390476921
668,42,650,60,611,73,-0.894427190999916
588,78,611,73,650,60,-0.9942070475658493
611,73,650,60,668,42,-0.894427190999916
828,37,668,42,650,60,-0.7288480720939873
