576,53,560,48,550,35,-0.8183766285330969
542,21,550,35,560,48,-0.9906915924161048
853,535,847,512,835,500,-0.862697970097658
829,479,835,500,847,512,-0.8741572761215379
862,547,853,535,847,512,-0.9255469562056767
835,500,847,512,853,535,-0.862697970097658
874,563,862,547,853,535,-1.0
847,512,853,535,862,547,-0.9255469562056767
910,698,909,693,897,668,-0.9688816333721296
901,648,897,668,909,693,-0.7991505443142383
926,754,922,741,914,724,-0.9900276051243218
904,705,914,724,922,741,-0.9990040083110199
936,776,926,754,922,741,-0.9918027595291817
914,724,922,741,926,754,-0.9900276051243218
957,820,946,811,932,793,-0.975011472973293
925,779,932,793,946,811,-0.9805806756909202
245,277,256,265,258,222,-0.7677531889999698
264,213,258,222,256,265,-0.8569238989789516
157,436,167,424,176,408,-0.9834204717685249
185,405,176,408,167,424,-0.740719034740771
151,462,157,436,167,424,-0.8924995994897337
176,408,167,424,157,436,-0.9834204717685249
167,424,157,436,151,462,-0.8924995994897337
152,472,151,462,157,436,-0.9471811203555726
157,436,151,462,152,472,-0.9471811203555726
143,493,152,472,151,462,-0.8753870528618739
131,511,143,493,152,472,-0.98328200498446
151,462,152,472,143,493,-0.8753870528618739
119,565,125,550,140,528,-0.976350873487656
144,515,140,528,125,550,-0.955360138943702
113,580,119,565,125,550,-1.0000000000000002
140,528,125,550,119,565,-0.976350873487656
125,550,119,565,113,580,-1.0000000000000002
100,588,113,580,119,565,-0.8029102017458027
90,653,96,634,104,602,-0.9981461553891547
100,588,104,602,96,634,-0.8661855860486004
95,664,90,653,96,634,-0.743500645153757
104,602,96,634,90,653,-0.9981461553891547
39,826,38,812,47,797,-0.8186574739897752
44,781,47,797,38,812,-0.747990278118521
47,797,38,812,39,826,-0.8186574739897752
25,851,39,826,38,812,-0.8354771676131543
8,914,16,901,24,880,-0.9824404860501392
31,863,24,880,16,901,-0.999645493434151
