291,66,245,91,224,91,-0.8786245095725466
190,109,224,91,245,91,-0.8837879163470619
469,874,456,827,405,758,-0.9335302756155794
300,742,405,758,456,827,-0.7087508265452314
551,500,582,541,570,642,-0.7209322993560424
595,701,570,642,582,541,-0.8682903490543867
649,259,666,179,681,138,-0.9900277595118976
697,63,681,138,666,179,-0.9901397475074364
951,453,922,463,874,557,-0.720263055337088
820,635,874,557,922,463,-0.9911123902956146
